#,Timestamp,Hostname,CLD,VAD,LSD,SDI,SPD,ELD,lch_size,zlib_size,zlib_time,lzma_size,lzma_time,bz2_size,bz2_time,gzip_size,gzip_time,cfe_size,commits
31,1679961629,rhel,19915,722205,263,14920,34,89705,40,39,8.91720010258723e-05,88,0.0493793670011655,66,0.0001001640011963,57,9.604200022295116e-05,23,3
32,1679961629,ubuntu,21121,1488600,263,20931,34,78612,32343,6314,0.0008980750008049,5884,0.0560361070001818,6527,0.0040117370008374,6332,0.000848052000947,124467,3
32,1679962528,hub,22008,1525804,1125,20935,34,188203,50306,8569,0.0014909470010024,7896,0.0616699460006202,8489,0.0057313079996674,8587,0.0013104249992466,174881,3
33,1679962528,centos,19827,720892,263,10609,34,79253,76702,11155,0.0024640480005473,10268,0.0710482539998338,10550,0.0096114389998547,11173,0.0022029239989933,178787,3
33,1679962528,debian,19504,505080,263,11296,34,79230,44190,7613,0.0015495089992327,7080,0.0644165349985996,7543,0.0053329839993239,7631,0.0012188609998702,134417,3
32,1679962528,rhel,19915,722205,263,14920,34,89705,40,39,9.177200081467164e-05,88,0.0520718749994557,67,9.001400030683726e-05,57,9.381299969390966e-05,23,3
33,1679962528,ubuntu,21492,1499314,263,20931,34,78811,43584,7164,0.0013383379991864,6656,0.0576107810011308,7046,0.0050968710002052,7182,0.0011209259992028,163210,3
33,1679963428,hub,21810,1518228,1125,20935,34,189663,41101,7880,0.0012468400000216,7328,0.0585999040013121,8092,0.0049385509992134,7898,0.0010899520002567,124669,3
34,1679963428,centos,19761,717481,263,10609,34,77662,43920,8197,0.0012661100008699,7536,0.0604368280000926,8083,0.0051036969998676,8215,0.001173884000309,147908,3
34,1679963428,debian,19514,496824,263,11296,34,79450,39605,7275,0.0012317179989622,6752,0.0583993290001672,7313,0.0046721710004931,7293,0.0010994000003847,129276,3
33,1679963428,rhel,19915,722205,263,14920,34,89705,40,39,0.0001099180008168,88,0.0492674920005811,65,9.939200026565231e-05,57,0.0001085420008166,23,3
34,1679963428,ubuntu,21195,1489995,263,20931,34,78956,41567,7485,0.0012164870004198,6932,0.056770557001073,7471,0.0050414870001986,7503,0.0011011910009983,127465,3
34,1679964328,hub,21996,1520724,1125,20935,34,189922,43000,8216,0.0011994180003966,7600,0.0616170930006774,8385,0.0050804869988496,8234,0.0011081440006819,158561,3
35,1679964328,centos,19877,724432,263,10609,34,77657,39803,7453,0.0012237179998919,6904,0.0592756739988544,7493,0.0047329589997389,7471,0.0010388709997641,149377,3
35,1679964328,debian,19297,499413,263,11296,34,79575,35781,6779,0.0013585149990831,6320,0.0574896989983244,6921,0.0048763819995656,6797,0.0011140990009153,121854,3
34,1679964328,rhel,19915,722205,263,14920,34,89705,40,38,0.0001546820003568,88,0.0491685509987291,63,0.0001163850010925,56,0.0001084729992726,23,3
35,1679964328,ubuntu,21402,1501417,263,20931,34,79124,43690,7179,0.0013109350002196,6672,0.0584509840009559,7105,0.0051872590011043,7197,0.0011588029992708,142862,3
35,1679965228,hub,22056,1525516,1125,20935,34,187829,46030,8345,0.0013917420001234,7696,0.0615338300012808,8253,0.0053513940001721,8363,0.0012935319991811,134878,3
36,1679965228,centos,19968,721281,263,10609,34,77275,46357,7805,0.0013865130003978,7208,0.0602904679999483,7637,0.0053647040003852,7823,0.0012391809996188,131054,3
36,1679965228,debian,19654,504046,263,11296,34,79814,44953,7758,0.001388295999277,7192,0.0617945410012907,7732,0.0052190329988661,7776,0.0012582400013343,165166,3
35,1679965228,rhel,21128,722082,263,14920,34,167044,122701,14222,0.0029316229993128,11828,0.069101363998925,13349,0.0168604720001894,14240,0.0027255309996689,134041,3
36,1679965228,ubuntu,21291,1495050,263,20931,34,78664,44630,7528,0.0012881439997727,6944,0.0576458160012407,7383,0.0052124040012131,7546,0.0011564039996301,139723,3
36,1679966128,hub,22062,1527398,1125,20935,34,189775,52016,8987,0.0014410749990929,8256,0.0642191949991684,8813,0.0060225970009923,9005,0.0013404969995463,159093,4
37,1679966128,centos,19817,718946,263,10609,34,77423,38838,7015,0.0011741450016415,6528,0.0606369739998626,7009,0.0047264149998227,7033,0.0012901160007459,133614,3
37,1679966128,debian,19678,509763,263,11296,34,79374,53198,8337,0.0016334600004483,7696,0.0625625249995209,7955,0.0061063930006639,8355,0.0014599759997508,183907,4
36,1679966128,rhel,21128,722082,263,14920,34,167044,40,39,8.922900087782182e-05,88,0.0506661620001978,66,9.553100062476004e-05,57,0.0001531199995952,23,3
37,1679966128,ubuntu,21371,1496926,263,20931,34,78580,41707,6909,0.0011397350008337,6432,0.0616694189993722,6862,0.005059760000222,6927,0.0011135830009152,113197,3
37,1679967028,hub,21836,1518359,1125,20935,34,187783,42649,8245,0.0012918520005769,7600,0.0610104729985323,8262,0.0049901040001714,8263,0.0011323700000502,151834,2
38,1679967028,centos,20033,723191,263,10609,34,77094,43626,7562,0.0013553399985539,7008,0.061970476001079,7414,0.0051177149998693,7580,0.0012141089991928,175520,3
38,1679967028,debian,19397,498294,263,11296,34,80949,42172,7363,0.0013004829997953,6812,0.0607178890004433,7328,0.0049629129989625,7381,0.0011618939988693,85027,2
37,1679967028,rhel,21128,722082,263,14920,34,167044,40,39,0.0001076339995051,88,0.0510982340001646,64,0.0001037509991874,57,0.0001724080011626,23,3
38,1679967028,ubuntu,21201,1490148,263,20931,34,78601,34235,6411,0.0009862709994195,5944,0.0566298699995968,6556,0.0041241950002586,6429,0.000885551000465,116602,3
38,1679967928,hub,22165,1526090,1125,20935,34,188269,45337,7867,0.0013452069997583,7272,0.0611012429999391,7857,0.0052146339985483,7885,0.0011645709982985,144149,3
39,1679967928,centos,19647,686240,263,10609,34,77811,61997,9630,0.0022124029983388,8896,0.0679754749999119,9242,0.0079747760009922,9648,0.0020923369993397,135260,3
39,1679967928,ubuntu,21298,1494288,263,20931,34,78891,39963,7105,0.0011060130000259,6588,0.0608996310002112,7147,0.0046917580002627,7123,0.0010331789999327,129035,3
39,1679967929,debian,19607,501533,263,11296,34,79395,40658,7450,0.0012646430004679,6880,0.0603387319988542,7431,0.0047616610008844,7468,0.001170606999949,138512,3
38,1679967929,rhel,21128,722082,263,14920,34,167044,40,38,0.0001539930017315,88,0.0521131260011316,63,7.54449993110029e-05,56,9.799899999052286e-05,23,3
39,1679968828,hub,22125,1519137,1125,20935,34,188087,42742,7945,0.0012676239985012,7308,0.0590914499989594,8031,0.0049578239995753,7963,0.0011058960008085,134438,3
40,1679968828,centos,19852,689255,263,10609,34,77671,44357,7784,0.0013851719995727,7196,0.0617568180005037,7651,0.0051766589986073,7802,0.0012877239987574,146410,3
40,1679968828,debian,19370,500805,263,11296,34,81578,42786,7566,0.0012324859999353,7036,0.0594881979995989,7617,0.0049904090010386,7584,0.0011364089987182,151946,3
39,1679968828,rhel,21128,722082,263,14920,34,167044,40,39,0.0001604520002729,88,0.0516544160000194,64,8.399999933317304e-05,57,0.0001617220004845,23,3
40,1679968828,ubuntu,21370,1495545,263,20931,34,79030,43213,7490,0.0011974330009252,6960,0.0606317800011311,7444,0.0049760969995986,7508,0.0011186429983354,133295,3
40,1679969728,hub,22011,1526589,1125,20935,34,188305,48052,8122,0.0013899879995733,7524,0.061666105999393,8143,0.0056354660009674,8140,0.001246698999239,146382,3
41,1679969728,centos,19658,687279,263,10609,34,77487,45909,8354,0.0013258950002636,7688,0.0619600850004644,8192,0.0054039520000515,8372,0.0012103389999538,137721,3
41,1679969728,debian,19686,505605,263,11296,34,79429,47205,8372,0.0013929090000601,7712,0.0627183779997722,8142,0.0056822970000212,8390,0.0013121060001139,139700,3
40,1679969728,rhel,21128,722082,263,14920,34,167044,40,40,0.0002130720004061,88,0.0532543970002734,63,0.0001083879997167,58,0.0001058609996107,23,3
41,1679969728,ubuntu,21353,1498825,263,20931,34,78262,44072,7080,0.0058195909987261,6584,0.060514142998727,6924,0.0053406670012918,7098,0.001166148998891,115893,3
41,1679970628,hub,21822,1521034,1125,20935,34,189610,46003,8237,0.0013688320013898,7584,0.0640923850005492,8266,0.0053963090012985,8255,0.0012309789999562,126162,3
42,1679970628,centos,19705,686677,263,10609,34,79327,42766,7887,0.0012182030004623,7284,0.0603233599995292,7890,0.0050711700005194,7905,0.001119545999245,139792,3
42,1679970628,debian,19681,508286,263,11296,34,81551,53562,8906,0.0015760410005896,8232,0.0632510169998568,8704,0.0062285809999593,8924,0.0014599650003219,143093,4
41,1679970628,rhel,21128,722082,263,14920,34,167044,40,40,8.856499880494084e-05,88,0.0507861280002543,63,8.955300108937081e-05,58,0.0001062280007317,23,3
42,1679970628,ubuntu,21211,1493457,263,20931,34,81269,44474,7510,0.0012874990006821,6924,0.0609930629998416,7439,0.0052611959999921,7528,0.0011356590002833,125014,3
42,1679971528,hub,21826,1516318,1125,20935,34,187844,36255,7320,0.0010680570012482,6792,0.0584689460010849,7569,0.0043910539989155,7338,0.0009686149987828,127490,3
43,1679971528,centos,19804,691201,263,10609,34,77793,45085,7738,0.0014245669990486,7188,0.0617415119995712,7647,0.0053682529996876,7756,0.0012099350005883,134370,3
43,1679971528,debian,19495,505680,263,11296,34,79310,41485,7270,0.0012484420003602,6720,0.0600303029987117,7255,0.0048953639998217,7288,0.0011440899997978,123266,2
42,1679971528,rhel,21128,722082,263,14920,34,167044,40,39,9.121400034928227e-05,88,0.0502731739998125,65,9.391800085722934e-05,57,0.0001625810000405,23,3
43,1679971528,ubuntu,21199,1492123,263,20931,34,78835,34769,6619,0.0010171609992539,6120,0.0615367609989334,6747,0.004165047999777,6637,0.0009426140004507,101039,3
43,1679972428,hub,21917,1521098,1125,20935,34,190394,42921,8304,0.0013244410001789,7680,0.0602508669999224,8524,0.0050942420002684,8322,0.0011275830001977,148280,4
44,1679972428,centos,19679,682173,263,10609,34,77639,39812,7387,0.0011403219996282,6840,0.059692463999454,7396,0.0047457440014113,7405,0.0010561740000412,132042,3
44,1679972428,debian,19360,500784,263,11296,34,79345,40669,7075,0.0012847220004914,6592,0.0601855160002742,7070,0.0048232409990305,7093,0.0010794570007419,125219,3
43,1679972428,rhel,21128,722082,263,14920,34,167044,40,39,0.0001816379990486,88,0.0498098340012802,64,9.083300028578378e-05,57,0.0001120939996326,23,3
44,1679972428,ubuntu,21349,1498605,263,20931,34,81150,41168,7340,0.0012371209995762,6816,0.0607605580007657,7507,0.0049478969995107,7358,0.001062424000338,142665,3
44,1679973328,hub,21893,1523427,1125,20935,34,188155,47438,8819,0.0013334979994397,8120,0.0649840690002747,8823,0.0057700489996932,8837,0.0012456540007406,159597,3
45,1679973328,centos,19910,724070,263,10609,34,78748,80293,11709,0.0024114429998007,10748,0.0706942929991782,11011,0.0101553189997503,11727,0.0022683070001221,191433,3
45,1679973328,debian,19529,508024,263,11296,34,79635,46594,7747,0.0013997799997014,7164,0.0635867810015042,7503,0.0055053400010365,7765,0.0012983340002392,152603,3
44,1679973328,rhel,21128,722082,263,14920,34,167044,40,38,8.975099990493618e-05,88,0.050680745000136,63,8.22809997771401e-05,56,0.0001122180001402,23,3
45,1679973328,ubuntu,21341,1494032,263,20931,34,78130,41283,7305,0.0011610980000114,6756,0.0645704340004158,7228,0.004970983000021,7323,0.0010497670009499,121767,3
45,1679974228,hub,22041,1521779,1125,20935,34,188003,41868,7609,0.0011989989998255,7052,0.0605403639983705,7681,0.0049935210008698,7627,0.0011349129999871,158778,2
46,1679974228,centos,19733,721645,263,10609,34,78061,48039,8148,0.0013471490001393,7484,0.0626189679987874,7948,0.005665291000696,8166,0.0012566769983095,139890,3
46,1679974228,debian,19646,501009,263,11296,34,79372,42806,7316,0.0012555939993035,6796,0.0614289029999781,7207,0.0050848509999923,7334,0.0011874790016008,129837,3
45,1679974228,rhel,21128,722082,263,14920,34,167044,40,38,9.635899914428592e-05,88,0.0495196179999766,63,9.52259997575311e-05,56,0.0001043650008796,23,3
46,1679974228,ubuntu,21312,1496492,263,20931,34,78555,42996,7045,0.0011815979996754,6544,0.0619870059999811,6966,0.0051117470011377,7063,0.0011084249999839,138225,3
46,1679975128,hub,21978,1518475,1125,20935,34,187908,41786,8523,0.0012308740006119,7876,0.0622297770005388,8647,0.0049649850006971,8541,0.0011195340011909,151496,3
47,1679975128,ubuntu,21384,1499397,263,20931,34,78835,45311,7371,0.0012985139983356,6828,0.0614245430006121,7269,0.0053085609997651,7389,0.0012570899998536,119779,3
47,1679975129,centos,19800,686829,263,10609,34,77293,61179,9603,0.0022791659994254,8872,0.0650471589997323,9209,0.0076733139994757,9621,0.0021435470007418,164144,3
47,1679975129,debian,19564,501701,263,11296,34,79568,42188,7643,0.00126317700051,7072,0.0610220419985125,7700,0.0050221929996041,7661,0.0012085460002708,159697,4
46,1679975129,rhel,21128,722082,263,14920,34,167044,40,40,9.100699935515876e-05,88,0.0501275160004297,64,0.0001038449991028,58,0.0001112230002036,23,3
47,1679976028,hub,22070,1523935,1125,20935,34,188328,44416,7938,0.0013112500000715,7376,0.0611478980008541,8014,0.0053348080000432,7956,0.0011723579991667,146269,3
48,1679976028,centos,19751,687221,263,10609,34,77673,38987,7010,0.0011829689992737,6536,0.0634839450012805,7055,0.0047772950001672,7028,0.0010647779999999,131411,3
48,1679976028,debian,19342,499135,263,11296,34,79255,38170,6981,0.0013313709987414,6484,0.0662605630004691,7059,0.0048681320004106,6999,0.0010536480003793,192709,3
47,1679976028,rhel,21128,722082,263,14920,34,167044,40,39,0.0001042599997163,88,0.0509282819984946,63,0.0001097439999284,57,0.0001101729994843,23,3
48,1679976028,ubuntu,21441,1502323,263,20931,34,79390,51277,7788,0.0015180410009634,7216,0.0622084080005151,7463,0.0060912030003237,7806,0.001346052998997,146027,3
48,1679976928,hub,21978,1519118,1125,20935,34,189985,44182,8117,0.0012327089989412,7504,0.0641036170000006,8214,0.0052161969997541,8135,0.0011431500006438,143931,3
49,1679976928,centos,19753,688883,263,10609,34,77299,45340,7920,0.0013005790005991,7304,0.0619875020001927,7789,0.005355553001209,7938,0.001224296998771,156524,3
49,1679976928,debian,19392,506412,263,11296,34,80043,43726,7327,0.0012630189994524,6820,0.0611625559995445,7289,0.0052454310007306,7345,0.0013231449993327,105480,2
48,1679976928,rhel,21128,722082,263,14920,34,167044,40,39,0.0001525159987068,88,0.0499069759989652,66,0.0001011859985737,57,0.000161735999427,23,3
49,1679976928,ubuntu,21387,1498850,263,20931,34,78158,52430,8175,0.0015480680012842,7532,0.0635542229993006,7838,0.0062610439999843,8193,0.0014118509989202,147098,3
49,1679977828,hub,22063,1523940,1125,20935,34,187637,42944,7919,0.001400437000484,7324,0.0619616799995128,7993,0.0050336559997958,7937,0.001152565000666,127425,3
50,1679977828,ubuntu,21301,1494223,263,20931,34,78244,40239,6867,0.0011106780002592,6364,0.06024276899916,6760,0.0048432540006615,6885,0.0011030639998352,140364,3
50,1679977829,centos,19748,690152,263,10609,34,78054,44447,7537,0.0013986450012453,7016,0.0610375920005026,7429,0.005269771998428,7555,0.0011531809996085,135700,3
50,1679977829,debian,19538,507841,263,11296,34,79345,40942,7301,0.0012189090011816,6768,0.0616161230009311,7288,0.0048953360001178,7319,0.0010863059997063,145923,3
49,1679977829,rhel,21128,722082,263,14920,34,167044,40,39,0.0001363560004392,88,0.0498261310003727,63,9.773599958862178e-05,57,0.0001048800004355,23,3
50,1679978728,hub,21827,1522643,1125,20935,34,187720,44550,7978,0.0012933500001963,7368,0.0619061959987448,7991,0.0053720470004918,7996,0.0012129039987485,145880,3
51,1679978728,centos,19722,689426,263,10609,34,79551,45401,7787,0.0013425910001387,7204,0.0624261150005622,7723,0.0053859729996474,7805,0.0012656219987547,135333,3
51,1679978728,debian,19834,505117,263,11296,34,79493,47419,7890,0.0013776250016235,7316,0.0646886810009164,7694,0.0055418209994968,7908,0.0012832600004912,131642,3
50,1679978728,rhel,21128,722082,263,14920,34,167044,40,39,0.0001628520003578,88,0.049833633000162,65,0.0001021289990603,57,0.0001030120001814,23,3
51,1679978728,ubuntu,21331,1494000,263,20931,34,78637,39468,6943,0.0011155779993714,6444,0.0608137310009624,6967,0.0048909580000326,6961,0.0010362499997427,127703,3
51,1679979628,hub,21797,1519932,1125,20935,34,187508,41473,8231,0.0012376449994917,7580,0.0609712730001774,8286,0.0050069629996869,8249,0.0012057219992129,161951,4
52,1679979628,centos,19784,688152,263,10609,34,77691,46113,8110,0.001329999000518,7460,0.0602820950007298,7947,0.0054405170012614,8128,0.0012258850001671,152503,3
52,1679979628,debian,19242,498578,263,11296,34,79665,39920,7308,0.0011350400000083,6776,0.0616686249995837,7312,0.0048224169986497,7326,0.001069722999091,134050,3
51,1679979628,rhel,21128,722082,263,14920,34,167044,40,39,0.0001074980009434,88,0.0498879320002743,66,9.303499973611906e-05,57,0.0001100730005418,23,3
52,1679979628,ubuntu,21324,1495122,263,20931,34,78963,40073,6925,0.0011499259999254,6432,0.0619482750007591,6964,0.0048156270004255,6943,0.0010298569995939,130568,3
52,1679980528,hub,21854,1520591,1125,20935,34,188129,40342,7548,0.0011998800000583,7016,0.0613510929997573,7681,0.004839355000513,7566,0.0010985270000674,142217,2
53,1679980528,centos,19618,686815,263,10609,34,79767,43350,7818,0.0012896579992229,7244,0.0603897199998755,7807,0.0051881919989682,7836,0.0011507779981911,135591,3
53,1679980528,debian,19531,509338,263,11296,34,79240,45968,7612,0.0013800199994875,7080,0.0624248040003294,7365,0.0055082099988794,7630,0.0012378890005493,140060,4
52,1679980528,rhel,21128,722082,263,14920,34,167044,40,38,9.89359996310668e-05,88,0.0507349780000367,64,0.0001143809986388,56,0.0001045320004777,23,3
53,1679980528,ubuntu,21274,1497017,263,20931,34,80825,43759,7543,0.0011964100012846,6984,0.0629572810012177,7520,0.0053884010012552,7561,0.0010982479998347,133621,3
53,1679981428,hub,21896,1520607,1125,20935,34,189427,44702,8766,0.0013705679994018,8116,0.0612513240012049,8867,0.005318987999999,8784,0.0012150769998697,145057,3
54,1679981428,centos,19638,685957,263,10609,34,77691,40759,7904,0.0012026099993818,7272,0.0601819420007814,7844,0.0049136949983221,7922,0.0011054799997509,137740,3
54,1679981428,debian,19572,506023,263,11296,34,81798,49335,8045,0.0015394499987451,7408,0.0627685059989744,7845,0.0058714610004244,8063,0.0013292169987835,142044,2
53,1679981428,rhel,21128,722082,263,14920,34,167044,40,39,9.15629989322042e-05,88,0.0501105599996662,65,0.0001025729998218,57,0.000103364998722,23,3
54,1679981428,ubuntu,21493,1503999,263,20931,34,78678,52366,8133,0.0015478450004593,7524,0.0645421130011527,7735,0.0062489949996233,8151,0.0013761049995082,143759,3
54,1679982328,hub,22128,1531149,1125,20935,34,188057,53322,9024,0.0015310520011553,8320,0.0629141119989071,8743,0.0062737910011492,9042,0.0013849589995515,171910,3
55,1679982328,centos,19686,691445,263,10609,34,77656,43309,7399,0.0012786949992005,6888,0.0614619700008916,7305,0.0051600619990495,7417,0.0011347419986122,126462,3
55,1679982328,debian,19357,501681,263,11296,34,79286,42488,7415,0.001234799001395,6884,0.0633894019993022,7370,0.0051242000008642,7433,0.0011437409993959,125669,3
54,1679982328,rhel,21128,722082,263,14920,34,167044,40,39,0.0001689689997874,88,0.0505029510004533,63,0.0001101969992305,57,0.0001068179990397,23,3
55,1679982328,ubuntu,21301,1496107,263,20931,34,80700,43689,7592,0.0011901640009455,7012,0.0619330640001862,7599,0.0052294739998615,7610,0.0011247580005147,127904,3
55,1679983228,hub,22045,1525390,1125,20935,34,189852,53841,9101,0.0018117600011464,8360,0.0646025189998908,8916,0.0063737130003573,9119,0.0014257809998525,144897,3
56,1679983228,centos,19816,694186,263,10609,34,77633,48984,7911,0.0015066420000948,7276,0.0632668969992664,7627,0.005816943001264,7929,0.0013540609998017,130374,3
56,1679983228,debian,19538,496719,263,11296,34,79632,33890,6593,0.0009974170006898,6172,0.0596616330003598,6775,0.0041501529995002,6611,0.0009487400002399,116968,3
55,1679983228,rhel,21128,722082,263,14920,34,167044,40,39,0.0001752770003804,88,0.0499472880001121,64,0.0001143699992098,57,0.0001118720010708,23,3
56,1679983228,ubuntu,21276,1495898,263,20931,34,79141,47504,7935,0.0014115220001258,7300,0.0653751190002367,7742,0.0057775639997998,7953,0.0013184359995648,151493,3
56,1679984128,hub,22228,1535259,1125,20935,34,188464,59305,9390,0.0063286410004366,8632,0.0673398219987575,8950,0.0075899189996562,9408,0.0016024209999159,166810,3
57,1679984128,centos,19770,691239,263,10609,34,77574,51818,8516,0.0015661450015613,7824,0.0640057140008139,8202,0.0061372039999696,8534,0.001436790000298,140457,3
57,1679984128,debian,19658,515302,263,11296,34,79649,51787,8089,0.002463799999532,7500,0.0666069950002565,7743,0.0061940750001667,8107,0.001363969000522,169629,3
56,1679984128,rhel,21128,722082,263,14920,34,167044,40,38,8.94799995876383e-05,88,0.0528903960002935,64,0.0001123609999922,56,0.0001201539998874,23,3
57,1679984128,ubuntu,21344,1494931,263,20931,34,78251,41883,7050,0.0012375859987514,6576,0.0594659759990463,6948,0.0049410669998906,7068,0.0010816390004038,130448,3
57,1679985029,hub,22096,1521350,1125,20935,34,188076,51169,8684,0.0014659629996458,8004,0.0627111489993694,8502,0.0059406830005173,8702,0.001352263998342,154884,3
58,1679985029,centos,19838,696324,263,10609,34,78573,54409,8913,0.0016970159995253,8148,0.0611201659994549,8480,0.0062772380006208,8931,0.0014967639999667,158093,3
58,1679985029,debian,19454,506132,263,11296,34,81759,54705,8804,0.0015687140003137,8076,0.0656695510006102,8481,0.0063750900008017,8822,0.0014800209992245,135236,4
57,1679985029,rhel,21128,722082,263,14920,34,167044,40,38,0.0001546180010336,88,0.0498619280006096,65,0.000102252999568,56,0.0001092080001399,23,3
58,1679985029,ubuntu,21227,1490223,263,20931,34,78570,35397,6504,0.0010634539994498,6060,0.0599235120007506,6620,0.0044490610016509,6522,0.0009155139996437,128011,3
58,1679985928,hub,21969,1525384,1125,20935,34,187581,47334,8108,0.0014165660013532,7488,0.0641251920005743,8029,0.0055432299996027,8126,0.0012311009995755,135675,4
59,1679985928,centos,19577,680100,263,10609,34,77762,39530,7224,0.0011488139989523,6676,0.0618011619990284,7202,0.004677733999415,7242,0.0010457930002303,117483,3
59,1679985928,debian,19556,504112,263,11296,34,79071,44322,7679,0.0013268999991851,7096,0.0626955630013981,7507,0.0053124170008231,7697,0.0013486450006894,140494,2
58,1679985928,rhel,21128,722082,263,14920,34,167044,40,39,0.0001082449998648,88,0.050628498000151,66,0.0001114799997594,57,0.0001166999991255,23,3
59,1679985928,ubuntu,21316,1497273,263,20931,34,78431,40147,6699,0.001420037000571,6244,0.0728438160003861,6691,0.0063700339997012,6717,0.0013212699996074,123898,3
59,1679986828,hub,21892,1525402,1125,20935,34,188032,45100,7708,0.0012933060006616,7120,0.06307801299954,7652,0.0053752250005345,7726,0.0012128239995945,144801,2
60,1679986828,centos,19700,693986,263,10609,34,79846,46740,7940,0.001373692000925,7396,0.0624237119991448,7860,0.0058274990005884,7958,0.001292488999752,156662,3
60,1679986828,debian,19455,506232,263,11296,34,79485,47602,7806,0.0015015409990155,7232,0.062496831998942,7673,0.0060060809992137,7824,0.0013528230010706,147144,3
59,1679986828,rhel,21128,722082,263,14920,34,167044,40,39,0.0001057690005836,88,0.056223872999908,63,0.000113075999252,57,0.0001067950015567,23,3
60,1679986828,ubuntu,21413,1491888,263,20931,34,78459,39652,6975,0.0011282659997959,6480,0.0612036479997186,6938,0.0048776549992908,6993,0.0010673830001906,135628,3
60,1679987728,hub,22240,1529632,1125,20935,34,188597,49128,8713,0.0014905499992892,8024,0.0649594470014562,8616,0.0057239140005549,8731,0.0012880060003226,147397,3
61,1679987728,centos,19605,684272,263,10609,34,77954,43542,7892,0.0012684840003203,7276,0.0645692790003522,7812,0.0053293700002541,7910,0.001223328999913,150286,3
61,1679987728,debian,19515,498814,263,11296,34,79516,42435,7807,0.0012862679996032,7208,0.0587160710001626,7799,0.0049387229992134,7825,0.0011996169996564,143508,3
60,1679987728,rhel,21128,722082,263,14920,34,167044,40,39,0.000148099999933,88,0.0509448409993638,64,0.0001021770003717,57,0.0001032410000334,23,3
61,1679987728,ubuntu,21457,1494619,263,20931,34,78944,39098,6864,0.001417006000338,6396,0.0654016440003033,6867,0.0051361759997234,6882,0.0010339930013287,145406,3
61,1679988628,hub,21688,1516797,1125,20935,34,187692,43095,8171,0.0012786490005964,7568,0.0609476469999208,8183,0.0049957880000874,8189,0.0011356989998603,142938,3
62,1679988628,centos,19570,683846,263,10609,34,79751,40426,7767,0.0011867760003951,7168,0.0593004670008667,7877,0.0047680019997642,7785,0.0010565930006123,153506,3
62,1679988628,debian,19451,506956,263,11296,34,79307,42876,7332,0.0012316190004639,6824,0.0601821219988778,7173,0.0051759359994321,7350,0.0011742229999072,123748,3
61,1679988628,rhel,21128,722082,263,14920,34,167044,40,39,0.0001186230001621,88,0.0503180190007697,64,0.0001008490016829,57,7.86239997978555e-05,23,3
62,1679988628,ubuntu,21329,1495167,263,20931,34,78815,46122,7911,0.0013423330001387,7308,0.0627681730002223,7774,0.0054968280001048,7929,0.0012064160000591,125968,3
62,1679989528,hub,21847,1526166,1125,20935,34,190130,44163,8079,0.0012482610000006,7540,0.0627963329989143,8173,0.0056230450009024,8097,0.0016324019998137,151718,3
63,1679989528,centos,19550,685298,263,10609,34,77678,39069,7706,0.0011944170000788,7124,0.0626996979990508,7710,0.0045818569997209,7724,0.0010457680000399,128188,3
63,1679989528,debian,19494,503440,263,11296,34,81228,49854,8661,0.0014709070001117,7980,0.0647908279988769,8481,0.0057449340001767,8679,0.0013852800002496,137429,3
62,1679989528,rhel,21128,722082,263,14920,34,167044,40,39,0.0001432780009054,88,0.0505635570007143,66,7.898299918451812e-05,57,7.07990002410952e-05,23,3
63,1679989528,ubuntu,21263,1494230,263,20931,34,79065,39850,6812,0.0011529299990797,6328,0.0617601059984735,6829,0.0048547219994361,6830,0.0010012309994635,132330,3
63,1679990428,hub,21876,1525106,1125,20935,34,187900,45230,8230,0.0014165030006552,7600,0.0627445180016366,8192,0.0052718529987032,8248,0.0011886550000781,160322,3
64,1679990428,centos,19658,686671,263,10609,34,77647,39903,7453,0.001252760999705,6912,0.0602914399987639,7448,0.0048179629993683,7471,0.0010538280002947,117897,3
64,1679990428,debian,19892,511729,263,11296,34,79544,55269,9155,0.0017207510009029,8432,0.0635571289985819,8770,0.0063255310014938,9173,0.0015051339996716,192546,4
63,1679990428,rhel,21128,722082,263,14920,34,167044,40,39,0.0001268889991479,88,0.0512067100007698,63,7.047800136206206e-05,57,6.458000098064076e-05,23,3
64,1679990428,ubuntu,21205,1490473,263,20931,34,80723,40986,7292,0.0012285379998502,6744,0.0616894069989939,7364,0.0049209669996344,7310,0.001039707000018,141052,3
64,1679991328,hub,22129,1532433,1125,20935,34,189640,58338,9872,0.0017044029991666,9104,0.0650123769992205,9551,0.0066775889990822,9890,0.0015457399986189,159610,3
65,1679991328,centos,19878,691318,263,10609,34,77365,42018,7472,0.0011973590007983,6928,0.0607170610001048,7420,0.0049781399993662,7490,0.0011041329998988,142270,3
65,1679991328,debian,19271,496166,263,11296,34,79429,41287,7128,0.0012829260012949,6608,0.0602398270002595,7068,0.004861190000156,7146,0.0011504559988679,83326,2
64,1679991328,rhel,21128,722082,263,14920,34,167044,40,39,7.680599992454518e-05,88,0.0518590589999803,63,7.199500032584183e-05,57,0.0001072070008376,23,3
65,1679991328,ubuntu,21426,1497476,263,20931,34,78937,43616,7636,0.0012414350003382,7084,0.0606601670006057,7605,0.0051552559998526,7654,0.0011150870013807,140737,3
65,1679992228,hub,21816,1518695,1125,20935,34,187818,44577,7931,0.0012641270004678,7316,0.0623901840008329,7892,0.0051209719986218,7949,0.0011733310002455,137379,3
