#,Timestamp,Hostname,CLD,VAD,LSD,SDI,SPD,ELD,lch_size,zlib_size,zlib_time,lzma_size,lzma_time,bz2_size,bz2_time,gzip_size,gzip_time,cfe_size,commits
66,1679992228,centos,19733,689504,263,10609,34,77911,47595,8187,0.0014136099998722,7548,0.0620850739996967,7976,0.0054860669988556,8205,0.0012874619987996,127079,3
66,1679992228,debian,19687,505328,263,11296,34,80023,44480,7687,0.0014136480003799,7132,0.062167349999072,7652,0.0052508349999698,7705,0.0012165719999757,153147,3
65,1679992228,rhel,21128,722082,263,14920,34,167044,40,41,8.259000060206745e-05,88,0.0497140660008881,63,8.653899931232445e-05,59,6.934299926797394e-05,23,3
66,1679992228,ubuntu,21401,1501423,263,20931,34,80943,53109,8368,0.0014992309988883,7740,0.0631801960007578,8118,0.0063587539989384,8386,0.0013858870006515,140431,3
66,1679993128,hub,21960,1524595,1125,20935,34,190450,44340,8037,0.0012141009992774,7448,0.0625054669999372,8180,0.0053802740003447,8055,0.0012887879984191,135118,4
67,1679993128,centos,19595,681512,263,10609,34,77126,37317,7937,0.0011382630000298,7332,0.0604450959999667,7944,0.0045192249999672,7955,0.0010645139991538,119939,3
67,1679993128,debian,19455,506341,263,11296,34,79355,48243,7958,0.0014589040001737,7356,0.0618740629997773,7782,0.005562746000578,7976,0.0013233839999884,140881,3
66,1679993128,rhel,21128,722082,263,14920,34,167044,40,39,0.0001439219995518,88,0.0497611210012109,65,8.733299910090864e-05,57,6.962100087548606e-05,23,3
67,1679993128,ubuntu,21371,1496577,263,20931,34,78212,41256,7244,0.0012847979996877,6688,0.0598193389996595,7172,0.0050435819994163,7262,0.0011392889991839,126119,3
67,1679994028,hub,21817,1519345,1125,20935,34,189909,43612,8516,0.0013322569993761,7872,0.0721861279998847,8722,0.0052857610007777,8534,0.0011645989998214,158469,2
68,1679994028,centos,19777,692283,263,10609,34,77459,43363,7533,0.0012661769997066,6980,0.0634618120002414,7423,0.0051516759995138,7551,0.0011434019997977,138364,3
68,1679994028,debian,19402,500651,263,11296,34,78921,44551,7705,0.0013732550014537,7092,0.062613609001346,7601,0.0051997310001752,7723,0.0012407459998939,148868,3
67,1679994028,rhel,21128,722082,263,14920,34,167044,40,39,7.998599903658032e-05,88,0.0498339360001409,65,7.947399899421725e-05,57,0.000192297000467,23,3
68,1679994028,ubuntu,21401,1489756,263,20931,34,78927,34078,6336,0.0011250669995206,5912,0.0598243300009926,6519,0.0041676790006022,6354,0.0009350159998575,129918,3
68,1679994928,hub,21930,1522722,1125,20935,34,187811,43563,8140,0.0012778319996868,7536,0.0633873320002749,8148,0.0050428020003892,8158,0.0012547170008474,155940,3
69,1679994928,centos,19594,686407,263,10609,34,77337,44698,7944,0.0012864079999417,7308,0.0618573870015097,7770,0.0052612700001191,7962,0.0012073400012013,146317,3
69,1679994928,debian,19600,505173,263,11296,34,79454,45555,7693,0.0014245249985833,7096,0.0626187500001833,7532,0.0052731050000147,7711,0.001267731999178,120290,4
68,1679994928,rhel,21128,722082,263,14920,34,167044,40,39,0.000145916999827,88,0.0514458759989793,65,8.901499859348405e-05,57,7.038399962766562e-05,23,3
69,1679994928,ubuntu,21646,1496117,263,20931,34,78660,41325,7406,0.0011574099989957,6864,0.0613304599992261,7362,0.0049727500008884,7424,0.0010589730009087,140772,3
69,1679995828,hub,21825,1522789,1125,20935,34,188115,44895,8204,0.0013393190001806,7548,0.0617552660005458,8154,0.0052544129994203,8222,0.0011947980001423,157354,3
70,1679995828,centos,19615,684208,263,10609,34,77276,37341,7060,0.0011326730000291,6544,0.0630075560002296,7110,0.0044754400005331,7078,0.0010833799988176,138637,3
70,1679995828,debian,19325,503267,263,11296,34,81780,46415,7937,0.0014129490009509,7372,0.0617594849991292,7867,0.0054478059992106,7955,0.0012689209997915,143252,2
69,1679995828,rhel,21128,722082,263,14920,34,167044,40,39,0.0001386769999953,88,0.0503839640005026,63,7.26630005374318e-05,57,6.605099952139426e-05,23,3
70,1679995828,ubuntu,21376,1499519,263,20931,34,78839,42643,7371,0.0011750920002668,6832,0.0618081599986908,7332,0.005044095998528,7389,0.0010982349995174,144793,3
70,1679996728,hub,21801,1520617,1125,20935,34,187522,43598,8162,0.0013196309992054,7548,0.0631102570005168,8210,0.0050456270000722,8180,0.0011621060002653,133564,3
71,1679996728,centos,19647,689099,263,10609,34,80368,43046,7894,0.0012636400006158,7340,0.0625055569998949,7933,0.005052729999079,7912,0.0011190810000698,151893,3
71,1679996728,debian,19543,498945,263,11296,34,79728,39231,7567,0.0011577400000533,7004,0.060164614000314,7649,0.0046507820006809,7585,0.0010879719993681,141514,3
70,1679996728,rhel,21128,722082,263,14920,34,167044,40,39,0.0001047850000759,88,0.0500566740010981,65,8.025599890970625e-05,57,0.0001103140002669,23,3
71,1679996728,ubuntu,21272,1492341,263,20931,34,78627,43686,7548,0.0012814109995815,6936,0.0614655160006805,7432,0.005122794998897,7566,0.0011717580000549,135326,3
71,1679997628,hub,21871,1518772,1125,20935,34,189875,42679,8221,0.0012268789996596,7608,0.0651739309996628,8422,0.0051002260006498,8239,0.0013383919995249,132233,3
72,1679997628,centos,19634,687274,263,10609,34,77510,42766,7713,0.0012651199995161,7112,0.0624314840006263,7593,0.0050378180003463,7731,0.0012252760006958,124925,3
72,1679997628,debian,19276,498268,263,11296,34,79309,36649,7004,0.0011151170001539,6512,0.0590569319992937,7141,0.0043675420001818,7022,0.0010373909990448,119381,3
71,1679997628,rhel,21128,722082,263,14920,34,167044,40,39,0.0001303799999732,88,0.0498001880005176,66,7.667800127819646e-05,57,0.0001087509990611,23,3
72,1679997628,ubuntu,21254,1496683,263,20931,34,78778,43867,7326,0.001203527999678,6792,0.0622177590012142,7204,0.0052306680008769,7344,0.0011304199997539,127529,3
72,1679998528,hub,21864,1527391,1125,20935,34,187633,45892,7998,0.0013777170006505,7392,0.0627721640012168,7957,0.0053517079995799,8016,0.0012547410005936,118963,3
73,1679998528,centos,19638,687289,263,10609,34,77672,40404,7069,0.0011706540008162,6568,0.0607392490001075,7062,0.0048410850013169,7087,0.0010812069995154,133410,3
73,1679998528,debian,19389,505340,263,11296,34,79326,43162,7557,0.0013917140004195,6988,0.0615317749998212,7492,0.0052377409992914,7575,0.0013597819997812,142746,3
72,1679998528,rhel,21128,722082,263,14920,34,167044,40,40,8.300599984067958e-05,88,0.0519830849989375,63,8.235499990405515e-05,58,0.0001348660007352,23,3
73,1679998528,ubuntu,21386,1498975,263,20931,34,78849,45511,7577,0.0012601149992406,7040,0.0615968010006326,7411,0.0053538209995167,7595,0.0011779910000768,135210,3
73,1679999428,hub,21917,1524798,1125,20935,34,190009,52654,9106,0.0015806949995749,8372,0.0645902409996779,8972,0.0060616650007432,9124,0.0014291280003817,144504,4
74,1679999428,centos,19845,695051,263,10609,34,77665,48073,7868,0.0013544419998652,7288,0.0628351409995957,7571,0.005602915000054,7886,0.0013383030000113,148273,3
74,1679999428,debian,19508,509791,263,11296,34,79824,48529,8007,0.0014267730002757,7412,0.0630448729989439,7800,0.0056727040009718,8025,0.0013670589996763,152923,3
73,1679999428,rhel,21128,722082,263,14920,34,167044,40,39,8.075900041148998e-05,88,0.0503105690004304,63,7.38929993531201e-05,57,7.050800013530534e-05,23,3
74,1679999428,ubuntu,21435,1494664,263,20931,34,78432,43921,7441,0.0012652780005737,6884,0.0610710490000201,7320,0.0051234229995316,7459,0.0011068479998357,138379,3
74,1680000329,hub,21781,1518722,1125,20935,34,187648,36947,7541,0.0011287139986961,6984,0.060850781001136,7670,0.0044594329992833,7559,0.0010352650006097,138476,2
75,1680000329,centos,20028,688713,263,10609,34,77427,47560,7908,0.001418066000042,7300,0.063002860000779,7656,0.0054784610001661,7926,0.0012852589989051,145291,3
75,1680000329,debian,19424,505733,263,11296,34,79851,50403,8280,0.0017065449992514,7648,0.0698641590006445,7980,0.0061790929994458,8298,0.0015083460002642,191483,4
74,1680000329,rhel,21128,722082,263,14920,34,167044,40,38,0.0001222289993165,88,0.051528195001083,64,8.666699977766257e-05,56,7.131499842216726e-05,23,3
75,1680000329,ubuntu,21493,1495375,263,20931,34,78782,40705,6877,0.001178581998829,6384,0.0641606419994786,6878,0.005053074000898,6895,0.0010619739987305,136710,3
75,1680001228,hub,22070,1525617,1125,20935,34,187966,42713,7737,0.0012556810015666,7200,0.0628390540005057,7754,0.0049724989985406,7755,0.0011585650008782,139231,3
76,1680001228,centos,19722,686567,263,10609,34,77267,42272,7630,0.0013363140005822,7072,0.062470132999806,7540,0.0049495980001665,7648,0.0011345040002197,133646,3
76,1680001228,debian,19239,498808,263,11296,34,79606,41553,7414,0.0012385310001263,6864,0.0613380310005595,7446,0.004804800999409,7432,0.0011675330006255,87194,2
75,1680001228,rhel,21128,722082,263,14920,34,167044,40,40,0.0001515740004833,88,0.0508145189996867,64,8.950299888965674e-05,58,0.0001255539991689,23,3
76,1680001228,ubuntu,21162,1487220,263,20931,34,78327,33287,6055,0.0011761109999497,5656,0.0589918979985668,6180,0.0040713589987717,6073,0.000859849000335,91878,3
76,1680002128,hub,22904,1525330,1125,20935,34,188025,49812,8566,0.0015920700006972,7920,0.0621729800004686,8505,0.0057083140000031,8584,0.0013135299996065,130137,3
77,1680002128,centos,19545,684093,263,10609,34,77308,37246,7057,0.0010771050001494,6552,0.0627775169996311,7106,0.0044030360004398,7075,0.0011187740001332,124106,3
77,1680002128,debian,19546,510146,263,11296,34,79482,43209,7833,0.0012677430004259,7284,0.0626119949993153,7822,0.0052056029999221,7851,0.0011873280000145,150969,3
76,1680002128,rhel,21128,722082,263,14920,34,167044,40,39,0.0001347930010524,88,0.0516877110003406,63,8.643599903734867e-05,57,7.885400009399746e-05,23,3
77,1680002128,ubuntu,21175,1488390,263,20931,34,81029,31496,6136,0.0009589380006218,5736,0.0586072570004034,6414,0.0039324930003203,6154,0.0008744560000195,110650,3
77,1680003028,hub,21775,1518189,1125,20935,34,187524,41106,7465,0.001202072999149,6912,0.06085746700046,7514,0.0048462140002811,7483,0.0010850660000869,122034,3
78,1680003028,centos,19804,693382,263,10609,34,77514,46938,8061,0.0015383070003736,7436,0.0660575820002122,7848,0.0056167789989558,8079,0.0014252000000851,152238,3
78,1680003028,debian,19381,505428,263,11296,34,79658,51438,8204,0.001519185001598,7568,0.0643254530004924,7874,0.0058978949982702,8222,0.0014398109997273,131027,3
77,1680003028,rhel,21128,722082,263,14920,34,167044,40,39,0.0001487659992562,88,0.0545898270011093,67,9.138699897448532e-05,57,7.027699939499144e-05,23,3
78,1680003028,ubuntu,21390,1494754,263,20931,34,78790,38445,6949,0.0011292819999653,6440,0.0603032219987653,7022,0.0046198430009098,6967,0.0010101930001837,123689,3
78,1680003928,hub,21829,1527152,1125,20935,34,190404,47918,8262,0.0014361189987539,7672,0.0634487629995419,8215,0.0058162539990007,8280,0.0012378489991533,145283,3
79,1680003928,centos,19503,682457,263,10609,34,76959,36340,6890,0.0010967479993269,6392,0.059785761999592,7044,0.004449783000382,6908,0.00094794999859,111261,3
79,1680003928,debian,19259,501211,263,11296,34,81533,41014,7541,0.0012817850001738,6976,0.0607298579998314,7614,0.0047710420003568,7559,0.0011214210007892,125561,3
78,1680003928,rhel,21128,722082,263,14920,34,167044,40,39,0.0001756229994498,88,0.0539693869995971,63,0.0001144189991464,57,0.0001074699994205,23,3
79,1680003928,ubuntu,21351,1487395,263,20931,34,78181,34778,6474,0.0009745930001372,6020,0.0603821710010379,6586,0.0043277059994579,6492,0.0008993870014819,116459,3
79,1680004828,hub,21764,1521074,1125,20935,34,187841,42109,7900,0.0012370179993013,7304,0.0625250020002567,7960,0.0049566449997655,7918,0.0011250820007262,140446,3
80,1680004828,centos,19693,693071,263,10609,34,79702,48656,8363,0.0013436899989756,7736,0.0622777820008195,8227,0.005647758998748,8381,0.001257900001292,149066,3
80,1680004828,debian,19318,500974,263,11296,34,79515,38612,7125,0.0011343289988872,6620,0.0594106309999915,7193,0.0046412499996222,7143,0.0010477840005478,128840,4
79,1680004828,rhel,21128,722082,263,14920,34,167044,40,39,8.048100062296726e-05,88,0.0507752220000838,64,7.685600030526984e-05,57,0.0001330919985775,23,3
80,1680004828,ubuntu,21255,1492504,263,20931,34,78965,34115,6162,0.0009639370000513,5780,0.0591074969997862,6341,0.0042322029985371,6180,0.0008891240013326,116347,3
80,1680005728,hub,21931,1525398,1125,20935,34,187702,44914,7400,0.0012644879989238,6868,0.0626041219984472,7405,0.0052720550011144,7418,0.0011714650008798,125411,3
81,1680005728,centos,19652,688965,263,10609,34,77426,47079,7988,0.0014077849991736,7348,0.0678981900000508,7740,0.0055781280007067,8006,0.0012757079985021,112563,3
81,1680005728,debian,19472,507138,263,11296,34,79123,40675,6755,0.0011598319997574,6332,0.060989834000793,6658,0.0048800849999679,6773,0.0010873589999391,144313,2
80,1680005728,rhel,21128,722082,263,14920,34,167044,40,39,0.0001237689994013,88,0.0536158760005491,62,9.401299939781892e-05,57,9.859999954642262e-05,23,3
81,1680005728,ubuntu,21259,1494609,263,20931,34,78805,39707,6996,0.0011981989991909,6520,0.0617717250006535,7053,0.0048542940003244,7014,0.0010166730007767,119403,3
81,1680006629,hub,21823,1521435,1125,20935,34,188424,44222,8009,0.0012345149989414,7396,0.0619158360004803,8077,0.0054856770002515,8027,0.0011356949999026,134105,4
82,1680006629,centos,19706,688515,263,10609,34,77062,42746,7229,0.0013799730004393,6700,0.0614938229991821,7079,0.0053050299993628,7247,0.0011773650003306,131577,3
82,1680006629,debian,19458,503215,263,11296,34,79428,41293,7335,0.0012308089990256,6828,0.061933928000144,7299,0.0049121660013042,7353,0.0011927399991691,129399,3
81,1680006629,rhel,21264,722623,263,14920,34,254439,210604,22212,0.0048021179991337,17160,0.0860093409992259,19258,0.0340809959998296,22230,0.0047623279988329,292462,3
82,1680006629,ubuntu,21414,1499853,263,20931,34,78937,42952,7140,0.0012250339987076,6644,0.0630422570011433,7120,0.0054261129989754,7158,0.0011206100007257,132057,3
82,1680007528,hub,22833,1519470,1125,20935,34,188168,39460,7792,0.0012030859998048,7228,0.0619874090007215,8047,0.004723912999907,7810,0.0010369350002292,146954,2
83,1680007528,centos,19837,690451,263,10609,34,77802,44296,7577,0.0013219929987826,7000,0.0635682140000426,7404,0.0053261709999787,7595,0.0012681449989031,130452,3
83,1680007528,debian,19235,496724,263,11296,34,79371,35919,6671,0.0011394480006856,6200,0.0585921050005708,6787,0.0044780880016332,6689,0.0010107739999511,121732,3
82,1680007528,rhel,21264,722623,263,14920,34,254439,40,39,0.0001039029993989,88,0.0500321539984724,65,0.0001124889986385,57,7.106399971235078e-05,23,3
83,1680007528,ubuntu,21217,1491975,263,20931,34,78246,40701,6974,0.0011237449998589,6472,0.0620013330008077,6884,0.005059491000793,6992,0.0010761180001281,105753,3
83,1680008428,hub,22128,1523430,1125,20935,34,187692,47343,8930,0.0014413260014407,8208,0.0630028909999964,8940,0.0055862210010673,8948,0.0012482240017561,162830,3
84,1680008428,centos,19693,691002,263,10609,34,78511,42678,7541,0.0013371770000958,7000,0.0607729780003865,7490,0.0051304079988767,7559,0.0011479740005597,123091,3
84,1680008428,debian,19428,505363,263,11296,34,79348,40788,7196,0.0012272780004423,6708,0.0620870420007122,7186,0.0050210959998366,7214,0.0011826539994217,148943,3
83,1680008428,rhel,21264,722623,263,14920,34,254439,40,39,0.0001758320013323,88,0.0530621140005678,64,0.0001008950002869,57,7.812199874024373e-05,23,3
84,1680008428,ubuntu,21721,1498632,263,20931,34,78664,40767,6823,0.0011673340013658,6360,0.0608308459995896,6811,0.0049829889994725,6841,0.0011964040004386,125402,3
84,1680009328,hub,22268,1526031,1125,20935,34,187891,48462,8122,0.0015079160002642,7512,0.0627909830000135,8024,0.0056479720005881,8140,0.0012827099999412,151867,3
85,1680009328,centos,19770,693182,263,10609,34,77759,48555,8316,0.0014874570006213,7664,0.0661341399991215,7955,0.0058940979997714,8334,0.0013904169991292,157497,3
85,1680009328,debian,19602,509238,263,11296,34,79120,49663,7904,0.0014899340003466,7336,0.0635920210006588,7578,0.0059442239999043,7922,0.0014434909990086,142827,3
84,1680009328,rhel,21264,722623,263,14920,34,254439,40,38,0.0001035360000969,88,0.0500713840010575,63,0.0001158539998868,56,7.130900121410377e-05,23,3
85,1680009328,ubuntu,21220,1488359,263,20931,34,78962,41268,7515,0.0012142279992986,6920,0.0614013529993826,7488,0.0050291739989916,7533,0.0011046159997931,116468,3
85,1680010229,hub,21776,1521880,1125,20935,34,190332,47998,8585,0.0013477779993991,7904,0.0619344580009055,8595,0.0056755539990263,8603,0.001237532000232,142121,3
86,1680010229,centos,19643,689031,263,10609,34,77251,44609,7558,0.0013005720011278,6996,0.0637799880005332,7399,0.0053040149996377,7576,0.0012874929998361,123047,3
86,1680010229,debian,19461,507944,263,11296,34,79944,51789,8555,0.0015481480004382,7888,0.0639249599989852,8249,0.0059759150008176,8573,0.0013434199991024,213876,4
85,1680010229,rhel,21264,722623,263,14920,34,254439,40,39,0.0001949920006154,88,0.0506333869998343,65,9.589499859430362e-05,57,7.04909998603398e-05,23,3
86,1680010229,ubuntu,21418,1498922,263,20931,34,78611,43006,7361,0.0012292600004002,6820,0.0607964450009603,7224,0.0051199170011386,7379,0.0011285010004939,140750,3
86,1680011129,hub,21974,1526348,1125,20935,34,187912,49441,8661,0.0014610329999413,8000,0.0628826459997071,8576,0.0057338160004292,8679,0.0013615049992949,155713,3
87,1680011129,centos,19591,684762,263,10609,34,77421,41490,7713,0.0012154489995737,7116,0.060947906000365,7650,0.0050166370001534,7731,0.0011178810000274,134659,3
87,1680011129,debian,19228,497372,263,11296,34,79182,39247,7050,0.0011396959998819,6508,0.0628765050005313,7080,0.0047493639995082,7068,0.0010719740002969,77978,2
86,1680011129,rhel,21264,722623,263,14920,34,254439,40,40,9.047300045494922e-05,88,0.0502768830010609,65,0.0001110760003939,58,9.65590006671846e-05,23,3
87,1680011129,ubuntu,21210,1495272,263,20931,34,78679,39394,6721,0.0011283140011073,6264,0.0622534329995687,6751,0.0047954210003808,6739,0.0010282379989803,117809,3
87,1680012029,hub,21967,1526352,1125,20935,34,188805,48957,8686,0.0014817020000919,8048,0.0654418539998005,8653,0.0057419539989496,8704,0.0013469839996105,184527,3
88,1680012029,centos,19726,691630,263,10609,34,77973,45249,7677,0.0012800599997717,7104,0.0612778890008485,7550,0.005385488999309,7695,0.0011851470007968,148500,3
88,1680012029,debian,19466,505221,263,11296,34,79636,41577,7106,0.001196852999783,6600,0.0600626109990116,7089,0.0050397470004099,7124,0.0010915969996858,131554,3
87,1680012029,rhel,21264,722623,263,14920,34,254439,40,39,0.0001019470000755,88,0.0513730120001127,64,0.0001084929990611,57,7.010700028331485e-05,23,3
88,1680012029,ubuntu,21248,1487882,263,20931,34,80580,37779,6959,0.0010612299993226,6468,0.0602670110001781,7127,0.0046859360008966,6977,0.0009824030003073,191717,3
88,1680012929,hub,21847,1524151,1125,20935,34,187749,53785,9614,0.0016442440009996,8820,0.0648798940001142,9470,0.0062158299988368,9632,0.0015202760005195,228597,4
89,1680012929,centos,19722,689019,263,10609,34,79434,45150,7959,0.0012772310001309,7356,0.0630104949996166,7858,0.0054431909993581,7977,0.001192097999592,138143,3
89,1680012929,debian,19558,503526,263,11296,34,79635,46554,7825,0.0013746839995292,7220,0.0629678479999711,7643,0.0055974539991439,7843,0.001302480999584,127567,3
88,1680012929,rhel,21264,722623,263,14920,34,254439,40,39,0.0001477729983889,88,0.0522947440003918,65,0.0001087370001187,57,0.0002004629986913,23,3
89,1680012929,ubuntu,21529,1495832,263,20931,34,78849,42243,7550,0.0012673059991357,7008,0.0630577100000664,7623,0.0051366070001677,7568,0.0011945130008825,188673,3
89,1680013829,hub,21857,1517246,1125,20935,34,189633,40860,8014,0.0012029629997414,7472,0.0613290159999451,8242,0.0049638049986242,8032,0.0010987159985234,132521,2
90,1680013829,centos,19689,691177,263,10609,34,77573,46397,7742,0.0015586249992338,7160,0.061753388001307,7534,0.0056170269999711,7760,0.0012752910006383,129320,3
90,1680013829,debian,19322,501049,263,11296,34,79221,41076,7190,0.0012383299999783,6688,0.0616235870002128,7195,0.0049027599998225,7208,0.0012085440012015,132036,3
89,1680013829,rhel,21264,722623,263,14920,34,254439,40,38,0.0001521949998277,88,0.050609556999916,63,0.0001141580014518,56,0.0001081249993148,23,3
90,1680013829,ubuntu,21324,1495969,263,20931,34,80794,44983,7528,0.0012770270004693,7008,0.0635599589986668,7503,0.0053947199994581,7546,0.0012367449999146,134193,3
90,1680014729,hub,21894,1520633,1125,20935,34,187899,42573,8310,0.0012269719991309,7688,0.0609404639999411,8467,0.0050649699987843,8328,0.0011753029993997,150136,3
91,1680014729,centos,19697,687148,263,10609,34,79672,43868,7614,0.0013072810015728,7056,0.0622318470013851,7614,0.0052548750009009,7632,0.001220366999405,126378,3
91,1680014729,debian,19396,504136,263,11296,34,79705,44405,7600,0.0012912859983771,7056,0.0629515920008998,7514,0.0054321520001394,7618,0.0012787689993274,138618,4
90,1680014729,rhel,21264,722623,263,14920,34,254439,40,38,0.0001003720008156,88,0.0505233140011114,64,0.0001179949995275,56,9.88769988907734e-05,23,3
91,1680014729,ubuntu,21328,1498700,263,20931,34,78616,45063,7265,0.0059510009996301,6712,0.0617474039991066,7107,0.0053919310012133,7283,0.0011656719998427,118395,3
91,1680015629,hub,22444,1524571,1125,20935,34,192800,56525,10508,0.0016873379991011,9672,0.064046663001136,10680,0.0065940370004682,10526,0.0016054220013757,152405,3
92,1680015629,centos,19842,693564,263,10609,34,77114,46882,7783,0.0013735060001636,7168,0.0618563089992676,7564,0.005603401999906,7801,0.0012728349993267,120438,3
92,1680015629,debian,19485,507472,263,11296,34,79399,45269,7534,0.0013073029986117,7004,0.0626529719993413,7387,0.0054398150004999,7552,0.0012396940001053,147600,2
91,1680015629,rhel,21264,722623,263,14920,34,254439,40,40,0.0001007080009003,88,0.0505309340005624,66,0.0001146080012404,58,6.805399971199222e-05,23,3
92,1680015629,ubuntu,21486,1501201,263,20931,34,85313,59212,10840,0.0068038690005778,9936,0.063369691999469,10884,0.0067951990004075,10858,0.0015690320014982,162260,3
92,1680016530,hub,21898,1525949,1125,20935,34,189970,53124,9779,0.0014935919989511,8964,0.0646913900000072,9626,0.0061603619997185,9797,0.0013820429994666,155535,3
93,1680016530,centos,19725,691002,263,10609,34,77907,43854,7628,0.0012782060002791,7048,0.0613012260000687,7444,0.0052988619991083,7646,0.0011883819988725,148036,3
93,1680016530,debian,19947,503652,263,11296,34,81618,57219,10515,0.001776578999852,9620,0.064249158000166,10352,0.0064993199994205,10533,0.0016523239992238,191568,3
92,1680016530,rhel,21264,722623,263,14920,34,254439,40,41,0.0001659879999351,88,0.0481086210002104,64,7.176600047387183e-05,59,9.994799984269775e-05,23,3
93,1680016530,ubuntu,21594,1506469,263,20931,34,78710,53281,8967,0.0014868090001982,8236,0.0640754039995954,8574,0.0062497540002368,8985,0.0014013459986017,145609,3
93,1680017429,hub,22038,1529805,1125,20935,34,188116,55367,9014,0.0016424239984189,8292,0.0660553039997466,8702,0.006466177999755,9032,0.0014202639995346,170575,3
94,1680017429,centos,19929,685062,263,10609,34,79859,51215,9761,0.001662340000621,8932,0.0636500499986141,9710,0.0059392029997979,9779,0.0014535579994117,141294,3
94,1680017429,debian,19440,507957,263,11296,34,79341,48044,7986,0.0014109619987721,7392,0.0627926319994003,7760,0.0056012530003499,8004,0.0012913480004499,158372,3
93,1680017429,rhel,21264,722623,263,14920,34,254439,40,39,0.000156481999511,88,0.0512848580001445,63,0.0001041859995893,57,0.0001495740016252,23,3
94,1680017429,ubuntu,21286,1498007,263,20931,34,78962,45623,7138,0.0012335820010775,6624,0.06164571500085,7004,0.005417534001026,7156,0.0011769230004574,128413,3
94,1680018329,hub,22089,1529691,1125,20935,34,188149,55158,9056,0.0016576729994994,8332,0.0666731460005394,8720,0.006469066000136,9074,0.001433552999515,181467,3
95,1680018329,centos,19696,688851,263,10609,34,77748,39712,7001,0.0011603410002862,6520,0.0602518420000706,6973,0.0047996320008678,7019,0.0010841589992196,122499,3
95,1680018329,debian,19434,508753,263,11296,34,81733,54296,8398,0.0015874670007178,7768,0.0637657750012294,8153,0.0063295629988715,8416,0.0014997329999459,147560,3
94,1680018329,rhel,21264,722623,263,14920,34,254439,40,38,0.000104860000647,88,0.0510794399997394,64,9.772900011739694e-05,56,9.578699973644687e-05,23,3
95,1680018329,ubuntu,21444,1500166,263,20931,34,78845,43975,7349,0.0012219449999975,6852,0.0630752649994974,7367,0.0052948709999327,7367,0.0012032250015181,126998,3
95,1680019230,hub,21879,1525098,1125,20935,34,187569,50117,8847,0.0064860169986786,8128,0.0616078010007186,8595,0.0058537740005704,8865,0.0013180869991629,149853,4
96,1680019230,centos,19640,688955,263,10609,34,77316,41203,7296,0.001253443000678,6732,0.0612073129996133,7214,0.0049516220005898,7314,0.0011519889994815,127088,3
96,1680019230,debian,19194,496598,263,11296,34,79214,41281,7448,0.0012891749993286,6884,0.0595888170009857,7394,0.0051041089991485,7466,0.0011344169997755,111938,4
95,1680019230,rhel,21264,722623,263,14920,34,254439,40,39,0.0001160790016001,88,0.0492823139993561,63,0.0001025710007525,57,7.239399928948842e-05,23,3
96,1680019230,ubuntu,21455,1497683,263,20931,34,78628,42768,7098,0.0012587410001287,6612,0.0613265359988872,7049,0.0051701769989449,7116,0.0011595439991651,140684,3
96,1680020129,hub,22068,1526321,1125,20935,34,190170,48953,8206,0.0013531090007745,7632,0.0648278930002561,8161,0.0061281910002435,8224,0.0019930689995817,130055,3
97,1680020129,centos,19685,691056,263,10609,34,78236,45774,7776,0.0014391190015885,7212,0.0598809599996457,7600,0.0054548740008613,7794,0.0012651180004468,128461,3
97,1680020129,debian,19415,504706,263,11296,34,81246,44876,7733,0.0013830719999532,7232,0.0596608770010789,7743,0.0052925220006727,7751,0.0012168239991297,186768,3
96,1680020129,rhel,21264,722623,263,14920,34,254439,40,40,0.0001038029986375,88,0.0510568379995675,64,0.0001147660004789,58,0.0001798419998522,23,3
97,1680020129,ubuntu,21226,1490728,263,20931,34,78453,38605,6855,0.0011701640014507,6348,0.0588828870004363,6903,0.0048511549994145,6873,0.0011054699989472,123740,3
97,1680021029,hub,22063,1523465,1125,20935,34,188412,44778,7986,0.0013349569999263,7416,0.061041627999657,7955,0.0053375369989225,8004,0.0011944730013055,123883,2
98,1680021029,centos,19641,690409,263,10609,34,79412,44302,7753,0.0013959570005681,7164,0.0624162479998631,7642,0.0052834359994449,7771,0.0012332759997661,126944,3
98,1680021029,debian,19414,502973,263,11296,34,79197,40814,6997,0.0012421709998307,6504,0.0610336449990427,6870,0.0049631830006546,7015,0.0011877429988089,94239,2
97,1680021029,rhel,21264,722623,263,14920,34,254439,40,40,9.489299918641336e-05,88,0.0495308580011624,63,8.074299876170699e-05,58,9.87349994829856e-05,23,3
98,1680021029,ubuntu,21214,1488274,263,20931,34,78579,31098,6104,0.0008835410008032,5704,0.0580584689996612,6378,0.0039848039996286,6122,0.0008187580006051,120852,3
98,1680021929,hub,22061,1520946,1125,20935,34,187909,43662,7758,0.0013415169996733,7208,0.0621128040002076,7884,0.0054037350000726,7776,0.0011586649998207,133394,3
99,1680021929,centos,19888,696368,263,10609,34,77723,52133,8469,0.001575608001076,7804,0.0642753140000422,8066,0.0062438120003207,8487,0.0014493870003207,143556,3
99,1680021929,debian,19429,503411,263,11296,34,79631,42920,7514,0.0012549479997687,6976,0.0605892550011049,7515,0.0050711090007098,7532,0.0011593360013648,154049,3
98,1680021929,rhel,21264,722623,263,14920,34,254439,40,39,0.0001359749985567,88,0.0498947649994079,66,0.0001158180002676,57,0.0001238309996551,23,3
